Username,Title,Date,Comment,rating
Steve Herron,Replacement,2024-03-28,Our old ps gave up after years of enjoyment.,5
Minty,Works great,2022-08-29,"Great used condition, works like it should. Comes with the console, cord, and original controller. Been playing tr3, almost finished the game. Definitely recommend if you're looking for a solid, quality ps1 console. Btw; I do have to restart it at the beginning sometimes (never during my game) but from memory- this is normal. Ps1 is just a bit glitchy upon start up every once in awhile. Just mentioning for the people who've never had one before.",5
M.J.,Doesn't work on the SMART TV's.,2022-04-08,I was so excited to buy this but it doesn't work on Smart TV's so I have to go buy an old style tv. Very disappointed.,4
Jose,Defective PS1,2024-03-30,"I was so exited to finally add a PlayStation 1 to my collection, I was so disappointed when the disc drive did not work. The delivery driver just dropped the box on the floor like there wasn’t an electronic device inside that could brake. Amazon should Really put a fragile sticker on the box.",1
Mary B,Looks brand new,2023-03-13,"I received this fast,looks brand new. Ordered tomb raider 1-4, love the old school games!!!",5
chris,PlayStation 1 works like day one,2023-08-11,Console works flawlessly good times.,5
Mjack,Yes!,2022-06-11,Grew up playing ps1 but mine broke and wanted to play my old games. I was hesitant to buy a ps1 online but I’m really glad I did it works great!,5
Donald H.,Nostalgia,2021-06-17,"Ordered this expecting to get the Playstation 1, and I did. Also got 2 dual shock controllers, the AV and RFU adaptor for my TV, and even a game. Arrived way faster then Amazon's estimated date. By far, went past all my expectations, and the system works perfectly. Highly recommended!",5
Fal-Co Firearms,Works grate!!!,2020-02-27,"I am happy to say this product worked very well for me the cable it came with for audio/video out was not the correct one for a PlayStation however i had one that worked and they are cheap and easy to find the important part for me is it was defiantly rebuilt, all inner parts were obviously new, and works flawlessly.",5
Kimberly L Caie,Great condition,2023-02-17,This PlayStation runs like brand new super clean will buy one again.,5
Taylor,Won’t even turn on,2022-12-11,"Console came today and was wonderfully packaged. Pulled it out of the box and it looked brand new. I was so excited to use it, but upon setting it up and plugging it in, the console won’t even turn on. I’ve tried numerous times to make sure the AC cable is connected properly, but no matter how many times I press the power button, it just won’t turn on. Super disappointing. I was really looking forward to playing with this. The controller that came with it also had a damaged cord, as shown in the attached photo. Waiting to hear if I can get a replacement or a refund.",1
Amazon Customer,Excellent customer service!,2022-01-27,This Playstation was a Christmas gift for my husband. The console stopped reading discs after a days of use. Contacted the seller and he sent a replacement immediately. No issues with the replacement. Husband is very happy.,5
Leigh,Did not receive controller with order,2021-09-08,Console looks like new & in great condition. The only thing is that the controller was missing & I had to purchase two after receiving.,3
J,Shipped with faulty optical drive. Fixed it myself but plays slow. Had to buy a new one.,2021-05-24,"Product did not work upon receiving. The laser drive was gummed up so I took it apart myself and cleaned hairs and other parts out of it. Had to buy a new one for 30 bucks just to make it not so slow to load. Some of my games don't work with the faulty optical drive. Otherwise in great condition. Controller added does not function either. Please sellers, make sure the games run, don't just check if the system boots up.",2
Ryan,PS1 review.,2020-03-05,"So understand that this is an older console and it going to have its quirk. But cd driver rub cd a little bit, and also it shipped with a PS3 power cord and not a PS1 power cord.",3
Amazon Customer,Disappointed,2024-01-13,"Came in the mail and was excited, was finally going to be able to play Dino Crisis after 20+ years. Got it all set up, however it will not leave this screen while loading up. Tried with another game and same thing. Both disc have 0 scratches on them. Will most likely be turning back in for a refund",1
Nathanael S Robinson,The game system works like new!,2021-08-30,I liked how it works after all these years and it runs games best for PS over the PS3 emulation. Also like Role Playing Games and this was the system RPGs cut their teeth. No defects and came with a functioning controller too.,5
Amazon Customer,Works just as advertised,2022-08-17,Wanted to play some of my old games and my own machine was freezing. This one works fine.,5
Luella,Super happy!,2021-05-15,I am so happy with my PlayStation. Its like when I was a kid in all the best way and being able to replay all my old favorite titles is so wonderful. I've really missed it. I really couldn't be happier.,5
The reviewer,Was not cleaned inside.,2021-09-21,Game system played.,4
Albina,Okay,2019-12-16,"It was okay it wouldn’t play a game made for ps1 it said it needed a memory card, which I bought a memory card for and it wouldn’t read it",3
KDF,Good Old PlayStation,2021-03-30,"Console arrived clean and in great condition, with all cables. Plays games without a hitch. Plus, it came with a Dual shock controller instead of the digital one on the picture! Expensive, but it was worth it!",5
Amanda Odehnal,Very happy!,2022-03-04,This PS is very nice. Condition is nice and came very well packaged. Hooked it up and it works perfectly. Definitely recommend this.,5
Tia lay,We want what we see,2020-03-20,The dislikes is it come with one controller the picks shows two,4
David B. Woods,It works great and I am having a great time with it.,2022-06-21,I love being able to play Frogger and those older games.,5
Amazon Customer,It doesn't work,2024-05-20,Well...I have to return it. It doesn't work.,1
Ericha McCullough,Works and looks like it's brand new.,2019-03-07,"New one just arrived today. I placed it next to my original console on the right. Looks brand new, works like brand new too. I'm very happy with my purchase! Came with a controller and all the cables.",5
Leo,"COMPLETELY BROKEN, DAMAGED RARE GAME",2021-11-21,"This console came completely broken. The ""open"" button was broken on arrival and the console did not run any games, even after a couple hours of troubleshooting. I also unfortunately discovered this console damaged one of my very rare ps1 games by scratching the disk while trying to run. There are plenty of other, cheaper and more reliable places to buy classic consoles. Do yourselves and your games a favor and shop somewhere else.",1
Joseph,Playstation,2024-04-28,Take me work couldn't fix,1
Benjamin,"No memory card, Original PlayStation with controllers and cables no more no lessLove it",2022-01-07,It delivered exactly what it said.,5
Nick Zrout,Sony PlayStation 1 Console,2019-04-20,"Sony PlayStation 1 Console came on time came with most of the description said power and tv cords, minus the memory card, but other then that I’m 100% pleased with my purchase.",5
Tori,Bought as a gift. My son loves it!,2021-12-23,Bought as a gift fir my son & he loves it!,5
Ryan Dorrance,Piece of nostalgia,2019-05-29,"Just arrived today works fine, controller works fine, wires work fine. No complaints. Satisfied with my purchase and product. Brings me back to my childhood with that opening introduced.",5
Griffin Felski,Seller had great communication,2022-03-09,Great product & seller communication,5
Mikesalvo,Well Worth The Price.,2021-09-08,This is just as I remember from when I was young.,5
Micheal Mitchell,Playstation.,2021-04-15,This is exactly what I wanted. It was like a brand new playstation.,5
Jose Coon-Adams,Great buy for someone who wants to start a PS1 collection.,2020-01-24,"My PlayStation works great, starting a Playstation collection, I always wanted a Playstation over the Nintendo 64, and now, I got one.",5
Gallygirl,I would give zero stars if I could,2023-11-04,Doesn't work. Controller and console not working. Will not recognize memory card. Let down forsure. We were so excited.,1
Efrén saldana,Didn't worked,2024-03-02,Didn't worked,1
Kenneth,"Thumbs down, unfortunately",2020-08-11,"Didn’t work, tried all sorts of connections and combinations of connections. Couldn’t get it to work. As someone who doesn’t like the a sense of backward capability on the PS4, I needed an old PS to get nostalgic and enjoy some games. Unfortunately, this system doesn’t work so I can’t. Wish I could say otherwise. Sorry.",1
Tanner Gann,"Awesome seller, awesome buy!",2021-02-16,Works perfectly! Looks great! Like brand new!,5
Donna Parr,Great system,2020-02-28,Always a great system and it was sent with all the parts. It's great!,5
Amazon Customer,Didnt come with right cord,2020-02-25,Didnt even come with the correct cord for the tv. So cant do anything with it,2
N.O.,Shipped Broken,2020-08-12,"Console was nice, new-looking, and turns on. The laser to read the game discs (KSM-440AEW) was broken, so essentially rendering it useless. Sent a message to Seller but still have yet to hear back. Console came with all necessary cords and controller that works fine, no memory card though.",1
Carol S. Kahl,Did NOT work,2021-04-25,After spending over 2 1/2 hours trying to get the PlayStation to work by trying different inputs and outputs I still could not get it to work what a disappointment and I had to return it .,1
Niel,Left stick was busted.,2020-01-18,"The system works fine, but the left analogue stick is broken. Kind of defeats the purpose.",2
Amazon Customer,Doesn't work,2023-04-28,A big waste of my money. All hooked up and it is not working!,1
dylan caldwell,Amazing,2020-10-16,Came in great shape,5
peter arnold,Doesn't work,2022-06-14,It's a lie if they say it was tested makes a strange noise locks up I think a piece is missing on the spindle.,1
Angel L ortiz,Plaistation 1 is good 👍,2020-03-13,Very Good game 👍 thanks,5
Floyd M Scott,Xxx,2021-01-04,Xxx,5
Cjones864,Looks Good,2022-07-12,Cant get it to work contacted seller to ask if we need additional cords!? Im so sad this doesnt work :(,1
Publin,Dissappointed and will be returning product,2019-08-14,"No memory card was shipped, despite it being listed as included, standard RCA cables were sent instead of actual ps1 cables, cheap non sony aftermarket controller was sent. I cant even confirm that this unit works. The listing was misleading.",1
Samuel Ralak,defective - does not work,2023-03-31,It doesn’t power up at all. The disc tray seems to be broken as well,1
Amazon Customer,Did not work,2022-11-03,"I emailed the shipper, no response. It did not work !",1
christopher,Did a good job,2020-03-14,Did a good job,5
Ashlee Vasquez,Yes!,2019-06-18,Just what I was looking for!!,5
Amazon Customer,Didn’t last long,2022-01-15,Only got about 17 hours out of this thing before I died. Very unhappy.,1
Adair Germany,Playstation,2020-01-31,Like it,5
John Langan,Console didn’t work!,2021-08-16,Would start a game then the laser disk reader would stick and stop the disk.,1
Amazon Customer,Not worth buying,2021-05-10,The console froze on multiple occasions. One controller didn’t work and the console was very defective.,1
kendra,N/a,2020-02-25,N/a,5
Scott LeClair,Not impressed,2020-10-24,Bought a PS1 for my wife. She played it about one hour and it quit. Not impressed at all,1
dwayne yearby,no memory to play it,2021-02-21,can not play any game with out the memory card how do i get one,1
Cody Tomlin,Garbage,2020-01-27,"Doesn't work, would not play games, had a weird Bios set up that was not at all comparable with convention usage.",1
ali,Bad experience,2020-01-23,It came not working i need to change psu i took it the shop to fix it bad experience,1
Amy Baer,It needs to work,2019-08-02,The piece inside that holds the cd in place was broken and therefore could not be used. We have returned it.,1
Mitzi Perez,Watch out,2019-08-20,The cords and ps1 worked fine. The controller's r1and r2 button is all messed up.,1
The Professional,It didn’t work. I returned it.,2021-09-26,It just didn’t work.,1
David,Didn't work properly,2020-08-19,Wasn't able to load the games,1
Amazon Customer,Broken product,2021-02-28,Sent a product that was broken.,1
Steph_G,Disappointed,2019-12-26,I did not receive a working product.,1
Jesus Komiyama,Av,2020-03-13,The AV cable didn’t fit.,1
Tom Schmidt,Playstation does not work,2019-10-01,Product does not work. Going to contact today,1
Brian,Does it not have the games installed in it,2021-04-07,Helpful,3
daniel joseph mullen,Unit stopped working 2 days past 90 day guarantee,2022-03-24,Helpful,2
Danny Yum,This is a click-bait: WRONG PICTURE,2022-01-03,Helpful,1
Tom Griffin,Price,2020-07-06,Helpful,1
Alvaro M.,Great!,2023-02-14,Helpful,5
Klassik220,Defective,2020-08-01,"Amazon needs to stop selling items that are defective. This is my third try to get a PS1 that works. Product cannot be returned to Amazon; no prime advantage. Very disappointed in quality of products being sold by ""sellers"", not Amazon, yet this product is supposedly ""amazon renewed."" There was no ""renewed"" on this product. My last order!",1
Ben Wehrs,Just like the PlayStation of old.....,2020-11-02,I have owned two PlayStation back in the day and I keep all of my games to play whenever I'm feeling nostalgic. But neither of them are working now so I bought this to play my games. Everything was cool until about 15 minutes when the system reset itself out of nowhere. Being an old-school PlayStation owner...i knew that this happens to most of them. The trick is to flip the system UPSIDE down on a pillow. It reset 3 times until I did this. Played over 20 hours and it hasn't done it again. It would be nice if it worked properly...but this is a typical glitch from this system. Be prepared for some ghetto tricks if you buy one.,3
steven,Controller port don’t work,2020-04-18,So thought it was the control when it was the system wouldn’t recognize a control connect to it. Very disappointed.,1
David M. Lay,Was super excited..,2021-08-03,The ps1 actually works looks great. Excited to use it...problem came with a paddle that did not work.,3
