Username,Title,Date,Comment,rating
Jacob Brock,Absolutely amazing.,2024-09-12,"By far one of, if not the best gaming keyboard on the market to date.",5
Byron,Apex Pro Full Size Keyboard for the win,2024-04-04,"I finally had the opportunity to invest in a high-end keyboard, and after doing a lot of research, I decided to go by SteelSeries Apex Pro Full Size. I play rhythm games, in which I need to press several buttons at the same time. I am glad that this keyboard has Full N-Key Rollover. So far, I have tested 53 keys pressed at the same time, and it registers all keys with no problem.",5
Krenzzler,"Almost perfect, if not for the competition",2022-08-17,"TLDR: If you don't want to deal with pre-ordering the Wooting60HE or just really like Steelseries products, this is a really good 60% option.",4
Amazon Customer,apex pro mini,2024-09-15,Great keyboard just what i wanted.,5
Peter M Wright,Good Keyboard with Small Desktop Foot Print,2021-06-13,I'll preface this review with my biases for it. I got the keyboard because I'm shifting my computer time into digital art and the keyboard has to play nice with the Wacom tablet I have. So the keyboard needs to be on the same level as the tablet.,4
Angela,good keyboard,2024-08-27,had it a year and the only issue I had was the keys stopped responding unless I pressed multiple times real hard. I factory reset it and its going strong again,5
Breonne Smith,Fast!,2024-08-06,My son says his gaming is so fast now. Great buy.,4
JeffreyK,Good keyboard,2024-05-09,"Keyboard has been good so far. No problems. I read about the issue where the keyboard would spam keys. I think this is an issue with either messy macros and setting the actuation to low. I notice that sometimes, some of the keys are pressed around 0.2 mm without me pressing them. Might be the weight of the keycaps.",5
Stanley,Not worth the money. Battery is horrible. Aesthetically great but overshadowed by all the bad.,2024-03-17,"After a year of using the Apex Pro TLK, I had to switch back to the Logitech G915.",3
Joshua Sheaffer,Compact and Reliable Gaming Keyboard with Enduring Battery Life,2023-05-18,"The SteelSeries Apex Pro Mini Wireless Mechanical Gaming Keyboard is a compact powerhouse that offers great convenience and reliable performance for gamers on the go. As someone who frequently travels and attends gaming events, I was specifically looking for a keyboard that could fit easily in my backpack without sacrificing functionality. The Apex Pro Mini checks that box perfectly.",4
Patycoby,Great performance,2024-08-27,The lighting is vanguard. The performance and quality is super great. The noise and colors are the best. The fit is very easy.,5
Orlando Torres,Just what I want,2024-09-07,Excellent product branded new as described.,5
Joshua G.,"Not perfect, but great. Plenty of room for improvement.",2020-05-19,"Going to keep this to a simple pros and cons list, although it is rather extensive.",4
Becky,Christmas gift,2024-08-28,"My son is a gamer and requested this keyboard for Christmas..... he said the ""trigger"" is fast and works great~",5
Gabriel,Fairly underwhelming,2024-03-17,"Steelseries did a decent job with the half effect switches, but there's a lot more to a keyboard than just features. The sound of this keyboard is very loud due to the thin frame, so the sound just pings a ton. Because of that, typing is pretty loud and is not satisfying to type on IMO. What's the worst about the sound is the spacebar. My goodness, this space bar rattles and is so loud when pressing it. Maybe I've been used to better sounding mechanical keyboards, but this one just doesn't cut it for the price I paid.",3
Chance,Amazing,2024-08-10,"Amazing keyboard and a better ergonomics for the wrist than most keyboard. Can use for hours and no discomfort. Smooth key presses, and also is a good quiet keyboard especially if you don't like the mechanical switches. Software is easy to use. pretty self explanatory.",5
Jdrames,It's almost perfect. But there is a glaring design issue.,2024-02-19,"While I still love my keyboard. There is one major design issue that keeps me from giving it full stars. That issue is the shift key symbols. Instead of like every other keyboard where the number row and punctuation keys all have the primary key prominently on the key and then the ""shift"" alternative above that, this keyboard has them below. This is very unintuitive and I can't think of any reason for them doing this. And while I know all my normal used keys, this causes issues when I need to type something like the pipeline""|"" character. Because if I look at the keyboard it's the that character appears on the bottom of the key.",4
Carlitos,Amazing and crazy fast,2024-08-30,No words just a great keyboard,5
Gary S.,Love this keyboard and the little OLED screen on the corner. You can't beat this price.,2024-07-31,"I love this keyboard and the little OLED screen in the corner. I didn't want to get into custom keyboards because I felt it was a bit too much, but this keyboard is perfect for me. The price is reasonable, and the OLED screen allows you to change the animation. I haven't mess with the ""Adjustable Hypermagentic switches"" settings yet, but the feels on it is really good already. Not too clicky but still makes the noise. Its perfect.",5
Joseph,this keyboard is AMAZING,2024-08-08,I have used this keyboard for Fortnite and other gaming titles it has been a great use but i stopped gaming i gave it to my brother and he doesn't want to take his hands off of it,5
Alex,Look for keyboards with the same price but more features,2024-09-23,"I really do not like having to use Steelseries GG to use this keyboard. The keyboard itself is pretty decent, but the software really makes it not worth purchasing. There are keyboards with web drivers to edit and customize your keyboard for the same price as this one as well as having more physical features.",3
hyung hong,Good for valorant,2024-07-15,Gf really likes it!,4
Amazon lover,Great for gaming and typing,2023-08-07,"I bought this keyboard to replace my Logitech RGB G910, which I had purchased in 2017 for $130. That was a great gaming keyboard, but for typing it wasn't very good at all. So I figured I was due for an upgrade and after a bit of research, settled on the SteelSeries Apex Pro TKL 2023. So far, I am very impressed at how the keyboard handles both gaming and regular typing workloads. The keys are ultra sensitive (key sensitivity can be modified) and responsive which makes typing very fast and accurate, especially compared to my previous G910 which was infamous for requiring heavy keystrokes. The Apex Pro TKL 2023 by comparison needs far lighter keystrokes.",5
@theDavidLeach,"Replaced my slightly older Apex Pro TKL, this is not the same quality",2024-03-05,"I ordered this simply to utilize a USB-C cable with a coiled cable with OLED aesthetic. I assumed that since this keyboard is newer, it would possess better components. I was sorely mistaken.",2
tajobe,"Great keyboard, disappointing longevity/QC",2024-08-01,"This keyboard is great for light and fast key actuation and is a pleasure to type with. The size and weight are exactly what I was looking for. SteelSeries GG/Prism do the job, and I appreciate the utility that SteelSeries is trying to provide in GG for free and without an account.",3
Vicente Maluenda,Increible,2024-08-05,"Es una experiencia totalmente ajena a lo qué estuve acostumbrado, realmente se siente la calidad de los materiales así como también la rapidez del teclado, 100% recomendado.",5
Matthew,Not bad but not great,2024-08-13,I was pretty disappointed by the quality of the keyboard for the price. The whole thing is lightweight plastic and feels pretty cheap. Doesn't rattle at all which was good but the key press is extremely short and doesn't feel like you are pressing anything but when you do press the key stroke IMO can be described as heavy but short. At the end of the day it's all personal opinion on keyboards but this was not the one for me. Love their headphones though!,3
Saleem Griggs-Taylor,"THIS KEYBOARD IS BADA**, BUT!!......",2023-11-23,"I am far from a ""true"" gamer. But I did play occasionally and I don't own a gaming tower. I wanted this keyboard for work to give my office desk a bit more appeal and character while I work. I am EXTREMELY happy I purchased this keyboard. This thing is RIDICULOUSLY configurable from the LED patterns you want to use to the level of response the keys can give! I am honestly blown away at how a company made such a keyboard haha and for this I can see justification in the price. I am rating this now with the future intent that the reliability is also strong but I will rerate if things begin to fall apart sooner than expected.",3
Carlos Manuel Ruiz,teclaro love ❤️❤️❤️,2023-08-15,"El teclado mecánico SteelSeries Apex es un testimonio de excelencia en diseño y funcionalidad en el mundo de los teclados para juegos. Desde el momento en que colocas tus manos en él, queda claro que estás frente a un dispositivo construido para ofrecer un rendimiento excepcional y una experiencia de juego inigualable.",5
Ordinary Bloke,The magnetic keys feel really good to type on.,2024-07-12,"Really nice keyboard, I am usually a hardcore cherry keys only due to the very satisfying clicking those make. This keyboard doesn't click the same way but has a very nice feel. I thought the absence of a keypad would be an issue for certain games and programs. Very nice keyboard, very responsive and feels really good to type on. Highly recommend.",5
Jmac777,Nearly Brand New Refurbished Product!,2024-07-07,Keyboard came earlier than arrival date,5
Alex,Software issue,2022-10-16,Play Video,4
Perc,Dope,2024-08-16,Good keyboard works with ps5,5
Shawn Hayes,Good keyboard,2024-04-15,"It's a solid keyboard, and the ability to tune the actuation point is extremely useful for gaming, and you can change the force needed for all the main keys. Do be aware though that SteelSeries considers it ""legacy"" so RMA replacement would be for a different keyboard should anything happen it it. That's the only real downside so far.",4
Chris,The best keyboard I've ever had.,2024-05-28,"Aside from looking and feeling great, I've had mine for 3 years and it's still in amazing condition. I've had other keyboards from the snake company but they all usually started having multiple key burnouts and broken keycaps within a year or two. With this keyboard, one of the RGB LEDs on my D key burned out so the color on that key can't display the full range, but that's it. When I set an oscillating rainbow pattern or something I don't even notice it. This thing is built to last. I would recommend this keyboard to anyone.",5
nick,Amazing keyboard.,2024-06-23,"This is the most unique keyboard I have ever used. It comes with loads of amazing features and it is the fastest keyboard I ever used. Once I started using this keyboard I couldn't get used to a normal keyboard due to the heavy delay I notice with the input. It has great lighting features, nice sounding switches, and the wireless feature is a great way to clean up your gaming space.",5
OutlawChad,Amazing keyboard,2024-05-27,I was a little scriptural about spending so much on a keyboard but once I received this I knew it was a quality item. It’s got good weight to it and it doesn’t slide around on my desk. The keys feel great compared to the $10 oem keyboard I was using. Wish I had gotten something a little more quiet but the rest of the keyboard makes up for it. Glad I bought it and would recommend it if you want a high quality keyboard with amazing lighting options,5
Christopher Vance,I’m a Pro,2023-04-24,"Let me start off by saying that I'm a professional gamer. I'm so professional, I put the ""pro"" in ""procrastination."" And let me tell you, the SteelSeries Pro TKL 2023 keyboard is the perfect keyboard for anyone who wants to take their procrastination to the next level.",5
B,Great Keyboard with not so great software/LED's,2023-02-06,"Being my first mini keyboard like this, it took a while to get used to. But once I did, I really enjoyed the typing experience of the keys and the feel of them as well. The keyboard feels well built, the nice click of the keys is great, and the RGB in general is fine.",4
Henry,Best value rapid trigger keyboard,2023-09-29,**Pros:**,4
Rover,"Great keyboard, wireless unecessary",2024-01-24,"The wireless version goes to sleep after a minute or two of no interaction. Making it frustrating to use wirelessly. You wake up the keyboard by tapping a key, and it takes like 3-5 seconds to start, which is way too long when it shuts off so often. Also it's sad to see Steel Series cut costs on this product. The main qwer keys are made with the new nice switches. But the arrow keys, function keys and home keys are a different switch. Minus a star for cutting costs on a $250 keyboard.",4
Alexander,Good keyboard,2024-08-12,I like this keyboard,5
Stephan T.,"Its Great, but has it's issues.",2024-02-06,"The keyboard itself is fantastic. It is ridiculously good in-game and feels great to type on. The LCD display is useful and I found it to be extremely convenient. The only problem however is the software. It's insanely slow and clunky to use, and it's reset my lighting profiles numerous times out of nowhere (usually fixes itself when I open the app). I do prefer this keyboard over anything else i've used, yet I really wish the software was better, because then it would be a flawless keyboard.",4
Christopher,Feels great,2024-07-24,The keyboard feels better than any previous keyboards I used it takes time to adjust to the new switches with how fast they respond,5
Asian,It's alright.,2024-08-14,"Would had bought a wired one. Since this one, key dim as reaction to key press. Even though I set it to off. You also have to use Prism in GG app to control color only.",3
Good use,Everything is going good,2024-07-27,"Great use for me, working fine, if something happen here, I will update the comment.",5
Victor C.,Absolutely killer deal for a great keyboard with excellent new tech,2023-09-09,"At the time of writing this review, this keyboard is on sale at 120 dollars. This keyboard is absolutely excellent with hall effect sensors and the new rapid trigger software update. The switches feel great (come fully lubricated), the keycaps are surprisingly high quality with a nice textured finish, the backplate is aluminum, and the case is lined with sound dampening foam. The keyboard by itself with standard mechanical switches would be well worth the money, but coming with hall effect sensors makes it an absolute no brainer. The software is pretty clunky, but fairly easy to navigate (make sure to update the firmware of the board and enable rapid trigger). The elephant in the room is the compairison to Wooting 60 HE, which is very slighty better in most ways (slightly faster by a few milliseconds which doesnt really matter, the overall build quality is sligtly nicer, and the software is much easier to use). The silver bullet to the wooting is the price and availability of this board. This board is about 1/3 the cost and availabe to ship next day with prime for a board that is 90% as good. At the time of this review the Wooting board has a 2 month waiting period before shipment. I highly recommend this keyboard to anyone who is interested in trying out a hall effect sensor keyboard.",5
Noah,Best gaming keyboard,2024-05-14,Love it,4
David,Pretty good,2024-03-24,"Lighting, reaction time and everything else about is great. The only complaint is since the wrist wrest is non slip, it seems to stick to lint. The keys are a little heavy as well but those are my only two complaints. I love it so far.",4
David Prostejovsky,"Great keyboard, okay build quality",2024-04-11,"Great keyboard, my only complaint is the plastic housing. It feels very premium outside of the plastic bottom and would be much better if aluminum.",4
JJ,No more banging the keyboard!,2021-10-30,"I got this and a Rival wired mouse for my son’s birthday. He plays a lot of Roblox with his friends and I constantly hear him hammer fisting his desk in anger because his wireless keyboard and mouse would lag and make him vulnerable in shooter games. He was so excited to get the keyboard and mouse. Not only does it look super cool, but you can adjust the actuation of the keys. You can make it so you barely have to touch the key, to fully pressing the key all the way down in order to send the command. The keyboard feels like it's built to last, nice and sturdy, and has a real nice mechanical feel when typing. I pop in every now and then when he's playing a Roblox shooter game with his friends and ask if the keyboard and mouse are working alright. He always tells me they work flawlessly, in fact he said his click speed is a lot faster now. I'm not gamer, but I understand your competition will kick your butt if you're playing with sub par tools. It's been a week and I have yet to hear any angry hammer fisting of his desk.😁 In fact, I was watching him play the other night when a Roblox YouTuber joined his server. He got all excited and said the person was one of the highest ranked players in the game he was playing. He took out the YouTuber several times, but ultimately came in second to him each round until the YouTuber moved on. My son was totally stoked and said there's no way he would have been able to compete with the old wireless keyboard and mouse. Awesome, you don't always hit a home run with presents, but this might be one. If only it would make him excited to do his homework.🙄",5
Scott W,"Works ok, not horrible, not perfect",2020-01-16,"I'm on the fence with this keyboard, so I'm giving it stars down the middle to represent not bad, not great.",3
Nathan,Overall good but too expensive.,2024-06-22,"If you can get this on sale like under 160 I'd go for it, but anything higher and I can't recommend. It's expensive for what it is features included. Seriously no onboard memory?.. What year is this? The keys over time have started to feel a lot less creamy and are leaning more towards crunchy. I clean it pretty regularly as well.",3
Matthew,overpriced unrepairable eventual garbage,2024-04-18,"There is actually a lot to like about this keyboard. Being able to adjust the distance each key has to be depressed can be very useful, especially if you switch between an office setting and gaming. The lighting is fine. I can't speak too well to that, because literally all I care about is that the keys are lit up so I can read them in the dark on the rare occasion I need to do so.",2
RFM,"Nice keyboard, nice features, amazing RGB!",2022-05-06,"This keyboard is great. It's good for typing or gaming. The whole board feels well made and solid, I think it'll last a while. The dual USB (one connector for keyboard and one for USB passthrough) is a bit thick and stiff, but not unmanageable by any means.",5
stacy,Great for gamers,2024-06-06,"I’ve been using the SteelSeries Apex Pro Mini Wireless and it’s awesome. The 60% size is super convenient for my desk and gaming. Being able to adjust the key sensitivity is a cool feature. The HyperMagnetic switches are really responsive, and the RGB lights look great. Plus, the keycaps feel really sturdy. Definitely recommend it for any gamer.",5
Abdulmalik Varnham,The greatest keyboard ever,2024-06-21,"This is just too good, I was surprised by how black the keys are but when it lights up with the rbg it looks amazing. Idc about any cons, even if there are any its too minor compared to the pros.",5
Adam Strobel,Unstoppable keyboard,2024-06-17,I bought this 4 years ago on 2020 and never write reviews. I would be a spokes person for steel series at this point. Everything functions great and today I spilled a full glass of cranberry juice across the entire keyboard and EVERY key works still. 100% buying steel series again.,5
Amazon Customer,"Excellent Value, Works as Advertised",2024-05-13,"Well-constructed and sturdy from quality materials. Rapid trigger function works exactly as advertised. The software is a tad encumbersome and could be more intuitive, but you only need to deal with it once - it's set and forget. The Wooting 60E is the market's best rapid-trigger keyboard, but this SteelSewries keyboard plenty good, and is available with no wait time. Overall, a great value if you can find one refurbished/used in ""Good"" or better condition.",5
Jase,Simply the best,2024-05-08,"I adore this keyboard, the ability to change actuation point is something I thought would be incredibly gimmicky - but I couldn't imagine using a keyboard without it.",5
Sung Choi,"Overpriced, but great keyboard",2023-09-09,"As with any gaming keyboard, this is easily overpriced by like 50 bucks. However, I will say that among the gaming keyboards that are out there, this one really feels good to type on. I absolutely adore the customization options that come with the key switch.",4
Robert,Cheapest $200 keyboard out there,2024-04-30,"Let me just start by saying that the Rapid Trigger and Actuation adjusting gives an edge in gaming. HOWEVER, The keyboard feels like a cheap knockoff keyboard. The wrist rest feels more premium than the keyboard. My last one was a Logitech G915, and it had a sublime typing experience. Unfortunately it died after 3 years of heavy use. The lighting could be improved, nowhere near as bright as pictures show. OLED screen is neat but it's not realistic in the sense of it being hard to read unless you're in the dark (on max brightness). First wireless keyboard that has to pair and unusable for first 5-10 seconds upon waking from sleep. If you want the OLED screen, Asus ROG Azaroth is the way to go.",3
Weston Dancewicz,"I like it, but don’t like how easily the arm wrest detaches.",2024-07-21,"Like the title says above, I really like this keyboard. What I don’t like is how easily the armrest detaches. If it wasn’t for the armrest, I would probably give this thing five stars.",3
Gerson Castillo,apex pro mini wireless,2024-01-17,"Hola amazon , hace 1 dia compre un teclado llamado ¨apex pro mini wireless¨ y funciona pero el tema de las luces del teclado no me prenden como deberia ser , quisiera saber si esta mal el teclado o solo es tema de configurar porque no me prenden las luces, espero saber tu respuesta.",4
Da Wolf,Wish it had Customizable extra Buttons,2023-05-23,"So far this is the best mechanical keyboard I've have the pleasure of using. Coming from using the EVGA Z20, the keys on this one aren't as hard to press and the ability to adjust the sensor depth is epic. For someone who's a speed typer like myself being able to change that so I can go from a low setting to speed type an email to a higher setting for gaming is fantastic.",4
Travis,Durable,2024-07-01,"Good size, and quite durable, works very well for gaming, came in very good shape, good quality, was definitely worth the money.",5
Rishabh Verma,"Good Keyboard, bad programming and magnets",2024-03-06,"The magnets on the pads come off easily. I LOVE the keyboard feel and its custom settings for actuations, but I dont like that the profile doesnt get saved at times",4
Nick Dijkhuizen,Best I ever had,2024-07-04,"Only have to get used to the density of the key placement, but this happened quite fast for me",5
Reckon,Good for gamers,2024-06-08,"Purchased for my son. The keyboard is not sharp, not too noisy and efficient both for gaming and for lessons and document work, as my son uses the same computer both for gaming and studies. Happy with this purchase.",5
