Username,Title,Date,Comment,rating
Sean Dolan,Great PC For The Price,2024-09-10,CPU - i513400F 2.5GHz,5
ProudAm1984,WiFi & Bluetooth Unusable,2024-09-25,Pros,5
Chris robbins,First couple days in,2024-08-04,At the time of writing ive had it for 2 days and have put 12 hours between 4 games first one is American Truck sim which doesn’t take much to run obviously computers overkill for it 2nd was satisfactory and its solid it lags around high density areas but to be expected its not a $5k pc 3rd was mw3 and ran it no problems a little lag here and there but once again to be expected 4th was GTA5 and same as the other 3 ran solid definitely bogged down a couple times but was quick to get back to normal overall worth the money very very easy to setup clear instructions on the website the only reason for a 4 star is mine wasn't wifi enabled which no problem as im right next to my router but could be a downside for someone who isnt,4
William Gillikin,Awesome PC!,2024-06-12,"Ok, so keep in mind I’ve only had this PC for about a week. Should anything change I’ll update my review. With that said, let me just say, WOW! I recently wanted to get back into PC gaming and didn’t really feel like building a PC myself, so, I decided to go the pre-built route instead. And boy am I happy with that decision. First off let’s go over the main components of this budget beast.",5
ROM,AMAZING!,2024-09-06,"13 days with this PC so far. And it's perfect. Can run just about anything on high settings. LOVE that you can customize the L.E.Ds and you can even turn em off super easy with the SignalRGB Software which was a pet peeve of my old PC. I spent $1,822.18 on my old pc this i spent $911.61 on and it performs WAAAAAAAAAAY better.",5
James Coffman,"i5 13400F, RTX 4060 - Little less than expected as a seasoned computer tech",2024-04-07,"This isn’t a terrible purchase as the parts are definitely amazing for any title out right now. I will start with the bad though. I got the PC out of the box and removed the packing inside and while getting ready to setup I had a 2 TB m.2 that I was immediately adding as expansion. There is no standoffs available for expansion. There is also no spare SATA cables or anything else that you would get as part of a new motherboard. The one that really got me, it’s a WiFi motherboard but the antennas were not with the computer, anywhere! There was also no power cable as stated there would be, luckily I have plenty of those lying around.",4
april,Worth every penny!,2024-08-22,"I bought this computer for my son and its amazing! It's fast, very quiet and his games don't lag anymore like his old computer. This computer already has wifi in it, but it also came with 2 screw in wifi antennas for extra boost. Without the antennas my son only had 2 internet bars, but we screwed the antennas on and it went to full bars. My son said he doesn't know how to act, with a computer that runs so smoothly. It came also with a folder containing certificates of when it was built and all the testing they did on it, to make sure everything ran perfect before sending it out to us. I would definitely buy this again! I have nothing bad to say about this pc.",5
nickens11520,Really good pc,2024-10-02,"Came put together quite well, just had to correct one thing on motherboard. Otherwise runs and functions as advertised.",4
CydL,Amazing PC for the price,2024-09-02,!! WILL UPDATE IF ANYTHING CHANGES !!,5
Surprised by how well it works for the price. Glass came scratched but other than that it’s a 10/10,Pretty good,2024-10-03,"Love the computer, don’t love the scratches.",4
David Diaz Lara,Best gaming prebuilt right now!!!,2024-09-14,"I have stress tested this pc for around a month on games such as call of duty warzone, Fortnite, valorant",5
Samuel,Exceeded My Expectations,2024-07-27,"I was a little wary of buying a prebuilt PC off of Amazon, but I’m so glad I did! This PC is so much better than I initially thought it was going to be! It has been able to handle every game I’ve tried playing so far on high or greater graphics settings with ease. I’ve even been able to play VR games like Skyrim VR with zero issues!",5
Bimco,Good Value,2024-10-04,Everything works as advertised at a good price.,5
Be,Best experience I’ve had in gaming.,2024-10-02,"Really nice computer, runs almost every game above 144 fps with mid-high settings on almost every major gaming title. Unboxing was smooth but be careful when taking out the styrofoam packaging inside the system. Comes with mouse and keyboard which I have been using frequently. Everything was plugged in such as the GPU cables but make sure to check anyway. This pc comes with dual band WiFi antennas (WiFi wont work without them. I would really recommend this pc for whoever is contemplating on buying. I was also skeptical price seemed too good to be true but it’s worth every dollar.",5
Danny Balbuena,Super realialible,2024-10-01,Very happy with the pc 0 issues thus far. Upgrading it little by little.,5
Concel2,Good starter pc,2024-09-08,"Great for someone who is just starting out of gaming, but after that, custom builds will give more value for your money",4
ReadAndReview,I love this computer.,2024-05-26,"As someone who has only had mid-tier laptops for most of their life, I put a lot of research into buying a computer when I was ready to make the dive to a ""real"" desktop PC.",5
Vincent Santore,Beyond expectations,2024-08-17,I’ve used SkyTech for my last three PC’s.,5
Matt,"Works great, they gave me a higher wattage PSU than advertised.",2024-08-21,"Easy to setup and appears to be working flawlessly. 2 year warranty on parts is very nice too (+1 year for registration). They actually gave me a 650W PSU (50W more than advertised) so that combined with a 2 year warranty for parts, and no issues during setup + some gaming makes it really hard for me to wrute a poor review.",5
Andrew,For the price this is excellent.,2024-08-11,"I normally build my PCs, but picked this up for $699. With the parts supplied and the OS, this was a very decent deal. Got a ASRock B760M-C motherboard and a Gigabyte 4600 with decent ram. Runs quiet at 27C. Just put in 32gb of DDR4 Corsair ram and it rebooted fine. WiFi works as it should. Plays Kenshi well, but don’t really have any graphically intense games. Appears well built. Just bought a second Nvme M2 for games - mine had two m2 slots. Overall, this looks a great deal for what I paid.",5
Good keyboard but customization color,Delivery issues,2024-07-24,"My first ever prebuilt, made me feel so happy. You get a mother with a built in wifi and a 4060! Hopefully this lasts months and the only issue was the shipping. I requested to be delivered it on sunday but couldnt since business close so they just redeliver it after 2 days thank god I kept contacting customer service I thought it was lost but nevermind very nice pc",4
MissJayy,I love it!!!!,2024-09-18,I’m so happy with my new gaming PC. It is very quiet and fast. Definitely worth the price.,5
Zen,Very nice.,2024-09-11,"The product arrived several days earlier than expected, which was a pleasant surprise. So far, the system is working to perfection. I love it. It's got some punch.",5
Jane Eliz,GREAT COMPUTER,2024-08-02,"Runs amazing, but this is the second time I had to order it. Received a different wifi receiver the second time though so Im not sure if they are just using spare parts?.?",4
Caligurl254,It's really an fantastic computer,2024-07-31,"This really has been a fantastic computer the last couple of months. I wanted to make sure of it before leaving a review. I've been running games at max graphics and have been doing some basic video editing and it just runs so wonderfully and smoothly. As for now, the fans have not kicked on but the website says they'll only come on when needed and so far, they just haven't been needed. I definitely recommend this computer if you want to do some gaming, if you want to record said game recording and do some video editing. It's amazing!",5
Isaiah,great pc for beginners,2024-08-15,"everything about this pc is great! Only thing to keep in mind is that if you plan on streaming with this or using multiple programs/apps/games at once your going to need to upgrade your ram, luckily you can get another 16gb of ram for around 30-40$ which is enough for the average gamer. overall if your buying your first pc this is the one to get. Happy gaming!",5
Elaine,Amazing for a starting gaming computer (Nebula),2024-06-10,"My son is in love with Nebula PC. He's being dreaming for a Gaming computer for 2 years. After using a regular Notebook which drives him crazy with lagging while playing Fortnite. He was amazed when he opened the box. It looks beautiful, He opened the glass and admired all the pieces (I'm not a tech person). He started the computer and could not stop thanking me for this purchase. Regular setup time, about 2hrs including updated and Fortnite download. He could not believe when he started to play and got 150FPS (he was struggling with 60FPS on his laptop). He kept saying ""It does't lag mom, this PC is a beast!"" :) He is happy and I'm happy. Hopefully it will last a while. I'm not a tech person, but me and him we have researched a lot to find a good gaming computer below $1,000. After reading all the reviews for a starting computer I think we choose the right one! (I was very concerned with shipping, but it came faster, and so well packed!)",5
robin m steele,Awesome,2024-09-07,"Great Pc. It does put out a lot of heat though, but works amazingly well!!",5
hann,great starter pc!,2024-07-08,"i LOVE this pc! the graphics are great, it has a decent amount of storage and it’s super easy to set up! the only problem i have is when i’m gaming on it for an extended period of time is it tends to lag slightly but not where it’s too noticeable, but overall i would definitely recommend it!",4
Myyana,Works amazing,2023-12-20,"I was really worried that it wasnt going to work when it got here, and it came a bit late but i wasnt too worried about that as long as it came in good condition and thankfully it did!",5
Jared,Good Gaming Pc for price,2024-10-15,Runs better than expected and for the price it’s a great offer . Graphics are sharp an cool RGB Lights,5
Ethan,Great for the price,2024-08-13,Tested out this PC for its limits ran many games highest setting in 4k and kind of at a loss of words for 800$ you get a pc that can run games amazingly at very high settings always got over 60fps if you play high settings in 1080 I always saw over 100fps. Great PC for the price.,5
Santiago campuzano m,Una maravilla,2024-08-31,Muy excelente equipo la forma como lo envían el cuidado como lo empacan el amor que le ponen son los mejores gracias,5
berrylette,Runs great,2024-08-26,No dislike my son loves this machine absolutely marvelous he says been 9 years since he got a new one I hope this does the same nothing bad about this compute,5
Med8r,Great rig for the money,2024-04-21,"I was hesitant to buy a prebuilt PC, considering the many examples I've seen of shoddy work. But I'm glad I took the chance on this one. Evidently Skytech is of a different caliber from the other guys, because my tower came well-packaged, in pristine shape, and with a better power supply than was advertised.",5
James C. Waters,All I’d hoped for!,2024-08-19,I was nervous about purchasing a prebuilt gaming computer but I am so happy with this Skytech Gaming Nebula! I’ve only had it a month now but have had no problems with it and it runs my games perfectly.,5
Amazon customer,Unexpected pc unboxing,2024-08-15,"It definitely comes with everything but It also came with a mouse and keyboard which I never wanted but a great addition if you dont have one but they arent high quality, but the pc installation was simple",5
Nazir Mohammed ters 1987,yes best game pc for the price and i get it in 5 days,2024-08-20,yes best game pc for the price and i get it in 5 days,5
Ash,Bad delivery,2024-09-05,"Bought this computer as my very first computer, i got it, it turned on worked great until a download then during the download it gave me a blue screen and restarted after that restart it continuously froze upon restart then stopped showing any display period. I called Sky tech and they said it might’ve been too dinged up in delivery and wasn’t working properly after having me take a few pieces apart and put them back together. I will be ordering the same PC again to see if the issue was the delivery or the computer in general. Other than this problem it was very beautiful, and very quiet. The lights are amazing and you can change how the lights act",3
Pro-Freedom,*6 MONTH UPDATED REVIEW*,2024-06-02,"So after 6 months of hard use I still give it 5 stars. I have had no issues with this pc. I have pushed it with the most demanding games I have. GtaV, RDR2, even Silent Hill 2 remake. Always runs with high graphic settings and decent framerate with the exception of Silent Hill 2 remake that only holds at 30fps but I have seen beefier builds struggle with the same game.",5
tcharles2255,Beat expectations!,2024-05-03,"Every decently well optimized AAA title plays at 100-144 fps at 1080p on high/ultra settings. Takes quite a bit for frames to drop and even when they do it’s never below 60. Temps look great and cable management is very nicely done. Only complaint is the cpu cooler rgb’s stay rainbow because it’s plugged into the cpu fan header with nothing plugged into the argb header. Called customer support on skytechgaming.com and they said that’s just the way it has to be even thought the cpu cooler can be changed through software. Small complaint nonetheless, other than that definitely recommended!",4
Gilbert,Very good PC for the price,2024-08-09,I bought this pc about 3 days ago I’ve played Fortnite,5
Kenny May,Amazing for the price!,2024-02-04,"Overall, this pc is amazing for beginners into the pc gaming world. I mostly play minecraft, and it runs 200+ mods with shaders with 150-200+ fps. It worked right out the box without having to plug anything in besides of course, the power cable, monitor, keyboard and mouse. As for the keyboard and mouse, the mouse feels cheap but gets the job done, but I was actually quite impressed by the quality of the keyboard considering its a membrane keyboard, however the spacebar is super loud. Now, for the rgb of the pc itself, it's very bright, colorful, and you can customize it with the software preinstalled. And I know most pcs nowadays have bluetooth, but I was worried that this one would not, but it does have bluetooth! So you don't have to worry about buying anything extra like an adapter. Overall, great machine, totally recommend if you are wanting to get into pc gaming.",4
Travis S,Good rig for the price,2024-03-18,"This is the first pre-built system I've purchased in almost 20 years, I've always built my own. On to computer... Keep in mind, I'm not a heavy gamer... At first, the fans were running full blast all the time. I couldn't see the RPM in the BIOS to adjust them, I re-seated the one cable that runs to the fan controller on the motherboard, booted it back up and there it was. I don't know if it wasn't seated properly or just ""one of those things"" but it fixed the issue and I was able to adjust them. All good now.",5
Jahid,good for its price,2024-08-23,Got it for my cousin and he liked it,5
Susan Homsher,Very quiet,2024-08-18,Easy to set up but wish it wasn't so big and heavy.,5
Koran,Order early during the holidays,2024-02-04,"Came hidden away in brown Amazon cardboard box, I was a bit worried that the box would come displaying contents but was pleased to see it was hidden.",5
Amazon Customer,camewith a nice mouse,2024-07-20,"my first purchase of a desktop, it does not disappoint, it came with a nice rgb mouse, pretty light weight and feel like a good quality mouse.",5
Marie,Skytech service was great,2024-04-29,I purchased a used one. One of the side panels was kind of dinged in like somebody from shipping sat on. I reached out to amazon and they offered to give me a refund. But it would take About a month. I reached out the sky tech and showed them the receipts and they are sending me a new side panel.,4
Pcxpert,Things to know about pc,2024-09-06,"This PC is really good but, they are going to cut corners somehow in my case it was the PSU. Had it for a month and quit on me out of nowhere the gave me a Helios p1 650W which is a $30 PSU. so be aware of the parts you receive because you might need to upgrade.",3
Leo M.,"Parts quality, price, secure packaging",2024-07-19,"Appreciate how they used name brand parts for the pc build. Great price, packaging was awesome and overly secured! Got it at prime deal which is a steal. Everything works well and had an extra year warranty with a signup on their website.",5
Bad pour of the outer layer,Surprised to say the least,2024-03-13,"I ordered 2 of these, one for the wife and the other for me. Gaming wise these are great, quality is great, shipping packaging was knocked around dented and torn but the inner shock insulation did its job. No dents in the case, all the corners are square. After removing the packaging and checking for loose connections I didn't find anything out of place on either side of the board.",5
Skoobz,impressed,2024-01-07,"Never heard of the brand and wouldn't normally buy a gaming pc off of amazon. However, I am quite impressed with the purchase. the build quality is pretty good considering the price. they used some quality components. had a Gigabyte mb and Asus power unit. comes packaged pretty well for shipment and includes a folder with the qa testers that i can call and complain about if the unit fails down the road but so far, so good. has enough fans to keep it relatively quiet under load and comes with a skytech branded generic Chinese mouse and keyboard, which i didn't need. the keyboard was the membrane kind, yech! if you're looking for a decently priced gaming pc with good build quality and good components, you can't go wrong with this one.",4
Dean A. Yoder,Great Computer for A Great Price,2024-07-25,"So far, this PC has been awesome. I got it on Prime Day for a great price, but even at the normal list price, you can't beat it. If you are looking for a very good machine at a budget price, buy this one.",5
PZAZ,My daughter loves it,2024-06-13,"I got this for my daughter as part of her gift package for getting her Master's degree. She says it's really fast and has thanked me for it many times. She's very happy with it - she chose it. So glad I get to reward all her hard work. She asked me not to get it until she had finished her classes because I also got her a few games she loves & she didn't think she'd want to write a paper or study having this great computer & fun games. She is really, really enjoying it!",5
Jason,Will not regret this purchase!!!,2024-06-29,So for the price its very good and super high quality ive played day z and rust so far and i dont lag or freez one bit its super smooth i am so far super happy with my purchas if your feeling scared of buying this dont you wont regret it one bit suoer easy to install and use 100 percent recommend also very fast delivery only took 4 days,5
Nicholas nowak,Buy It!,2024-08-12,The best quality and most affordable PC on the market. The performance is unimaginable.,5
Users,Sloppy packing inside the case - DAMAGED MB connection. Returning.,2024-02-09,Skytech crammed so much packaging material INSIDE the case that they smashed the D_LED1 RGB connection hard enough that they broke off one of the pins inside the connection and badly bent the other 3 pins. Check out some of the YouTube videos of the Nebula unpacking and you'll see how they pack it. There was too much material and somebody just smashed it in there so that they could get the cover on. But then they put it inside a shipping box the was too big and didn't pack anything around it - so it was loose inside the box.,3
Ceiondre,Good,2024-08-04,"Pretty good for a beginner gaming pc, runs all",5
Internet Hillbilly,So far so good,2024-07-22,I was a little concerned when I downloaded Oculus link to play VR games. It was saying this computer does not support VR gaming though this link. So far it is still doing quite well with VR chat.,5
Mik,"Great quality, amazing",2024-08-10,"Easy set up, great quality would buy again.",5
Eli Coco,Amazing Starter PC,2024-07-22,I was very skeptical about getting my first PC on amazon let alone a pre built but i caved in and got it and it doesn't disappoint! I highly recommend this PC if you aren't looking to build one.,5
Christine,Works Great,2024-07-30,I bought this for my 16-year-old who is a huge gamer. And it works Great and does everything he expected it to do.,5
Fabián Rodríguez,Skytech,2024-08-11,"excelente computador, veloz, fácil de actualizar",5
Ken Griffin,getting an amazing computer,2024-06-15,easy to assemble might need to look up the pictures too hook up the back but thats easy to find but it will play all your games at a high quality I have had no issues with it and it comes with two items not listed in the product description three if you count the bag it was in overall best computer i have had before and good price too. oh the two products are a keyboard and mouse.,5
B. King,great,2024-06-08,impressed,4
Raymond bandeau,Bought for my wife and she loves it,2024-06-24,"Bough as a present for my wife and she loves everything about this computer, gotta say though the only thing we didn’t completely agree with is the boxing it came in was not discreet at all so as it’s sitting on my porch for all to see they could easily tell what was in the box, other than that would recommend this brand and computer!",5
cory coleman,INCREDIBLE,2024-05-22,"I was very skeptical buying a pre built pc on Amazon of all places! However, this PC is absolutely amazing!! Runs very nice and fast. I recommend this PC to anyone who looking for a pre built",5
Sebastian,Great pc,2024-06-25,"I never had a pc before, but this one can run any game perfectly, any sort of gaming you do this pc can run it, the fan noise is very low and even makes less noise than my ac, nice case as well, everything about this computer is amazing would definitely buy again",5
Ryan Glickfeld,wifi problems,2024-01-06,"This pc is amazing for the price but I will say this, you definitely will need to buy a separate wifi adapter. This pc comes with a super crappy wifi adapter that gets a max of 10 ish mbps of download speed and usually stays in the 3-5 mbps range. My old pc used to easily get 50+ mbps, so I know it’s not my wifi thats the problem. I tried to fix this frustrating problem, but nothing seems to work. Be prepared to spend 15-20 bucks on a wifi adapter, if you wanna play online games on wifi.",4
Jonathan Moreno #2,"Wow, this is really great actually!",2024-06-27,Play Video,5
Michael,Great pc for the price,2024-06-07,Amazing pc for the price. Absolutely amazing but did already order a 4070 super to replace the 4060. 4060 will be enough for most doing normal gaming but i sim race in titles like acc that take a bit of power to do nicely. The 4070 super in thus build will do me perfectly! But for 850 getting this build in general even with the 4060 runs amazing.,5
Michael,Great but…,2024-02-02,"Update: 2 month update, still amazingly fast, runs vr great on medium high settings",4
Grabindragon,Pretty good for the price,2024-03-07,Good specs. Good price. Looks nice. One problem i got a corrupted ram stick and i couldnt get a new one unless i refunded the whole pc but there are worse things then a ram stick being bad. Overal tiny bit dissapointed but would recomend if u want something decent at a decent price,4
Centrifikal,Good for 1080p gaming,2023-12-14,I bought this rig for my son. I was going to build my own and then came across this on sale. It is not a bad deal for the components. The motherboard and GPU brand I got was Gigabyte. The Memory and SSD were T Force. Those would not be my first choices for hardware but I know you can't choose what brand you want with these pre-built computers. I had to go into the bios and fine-tune the case fans and change sensor location as they were pretty loud out of the box. The expanding foam is secure for shipment but you have to cut the stuff out of the tower or you can risk bending parts trying to remove it otherwise. Other than that I am pretty pleased with this purchase. It is a good rig for 1080 p gaming. Plays most games on ultra 1080p near 60 fps.,5
J.F. Sawyer,Incredible for the price point!,2024-06-16,"This computer is an excellent entry level pc for those interested in both gaming and 3d animation. I just bought this as a replacement for my desktop which I had for many years, and so far it’s been stellar, which is pretty impressive at this price. Thanks skytech!",5
Kenny wyatt,For me it's a great pc,2024-07-02,I'm not a pc geek but it's runs really well gave me no difficulty running it good if you're on a under $1000 budget it's a great pc,5
Jenica,PERFECT BUDGET PC EVER,2024-07-26,this is the BEST budget prebuilt gaming pc you could ever get,5
Jose Lopez,The cooling fan LED light,2024-02-09,Overall the pc preforms well and their are nothing that wrong with it but i just can’t find out how to change the cooling fans led light and when i press the led light button nothing changes. the pc runs good fps on any game and if anyone can help me with the led light option please do.,4
Alicia Miller,It works great for gaming comes with a keyboard and cool mouse,2024-06-21,Play Video,5
Ryan Jensen,Fast customer support and easy to setup,2024-06-07,"Had a trouble with one of my fans upon arrival, talked with support and they sent me a new one. Worked well and haven’t had any troubles. Good for the money",5
Best speaker so far,This pc is a really good budget pc,2024-06-01,Play Video,5
Todd Ashford,Amazing build at an affordable price,2024-07-01,Super impressed with this pre-built pc. It has run Diablo 4 and League of Legends on the highest quality perfectly. Amazing value for the price,5
Larry J.,Good gaming computer.,2024-07-12,Very impressive gaming computer.,5
michael,great overall,2024-07-03,"runs great still after about a month. very fast, not too loud, looks good. would recommend so far!",5
Mabbott,Great Pc,2024-06-27,I’m a big skytech gaming fan. I have owned several pc’s by them and all have been wonderful with high quality parts and well made design.,5
It’s not working,BEAST of a pc,2024-07-01,This pc is an absolute beast it can run beamng drive like it’s nothing and has 930G of storage!,5
